Purchase Date,Purchaser Name,Political Party,Amount,Redemption Date
2019-04-16,THE SUPREME INDUSTRIES LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-16,THE SUPREME INDUSTRIES LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,ANJANI ROADLINES,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,ANJANI ROADLINES,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAURABH GUPTA,BHARTIYA JANTA PARTY,10000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAURABH GUPTA,BHARTIYA JANTA PARTY,10000000.0,2019-04-18
2019-04-16,THE SUPREME INDUSTRIES LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-16,VEDANTA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,SAURABH GUPTA,BHARTIYA JANTA PARTY,10000000.0,2019-04-18
2019-04-18,WELSPUN ENTERPRISES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-18
2019-04-18,WELSPUN ENTERPRISES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,WELSPUN ENTERPRISES LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BAJAJ AUTO LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-16,VEDANTA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-16,VEDANTA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-16,VEDANTA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-16,VEDANTA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-17,ACE COMERCIAL COMPANY PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-17,ACE COMERCIAL COMPANY PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-17,ACE COMERCIAL COMPANY PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-17,ACE COMERCIAL COMPANY PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,BHARTI AIRTEL LIMITEDAIRTEL CURRE NT AC-GCO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-17,ACE COMERCIAL COMPANY PRIVATE LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-17,JUPITER MERCANTILES PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-17,JUPITER MERCANTILES PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-17,JUPITER MERCANTILES PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-17,JUPITER MERCANTILES PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-17,JUPITER MERCANTILES PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,GRAUER AMP WEIL INDIA LIMITED,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MOTOWN TRADING PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,MOTOWN TRADING PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,HUB POWER COMPANY,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,LALIT GULATI,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,LALIT GULATI,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,LALIT GULATI,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,LALIT GULATI,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,LALIT GULATI,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MOTOWN TRADING PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,M/SGAURAV INTERNATIONAL,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MOTOWN TRADING PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,MOTOWN TRADING PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,M/SGAURAV INTERNATIONAL,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,M/SGAURAV INTERNATIONAL,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,M/SGAURAV INTERNATIONAL,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,M/SGAURAV INTERNATIONAL,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,MR. VIJAY KUMAR GOYAL,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MS PEARL GLOBAL INDUSTRIES LTD FORM,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,MS PEARL GLOBAL INDUSTRIES LTD FORM,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,MS PEARL GLOBAL INDUSTRIES LTD FORM,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MS PEARL GLOBAL INDUSTRIES LTD FORM,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MS PEARL GLOBAL INDUSTRIES LTD FORM,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,MS PEARL GLOBAL INDUSTRIES LTD FORM,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,ORIENT FASHION EXP (I) PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,ORIENT FASHION EXP (I) PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,ORIENT FASHION EXP (I) PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,ORIENT FASHION EXP (I) PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,ORIENT FASHION EXP (I) PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,ORIENT FASHION EXP (I) PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,PRIME SALES CORPORATION,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,RICHA & CO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,RICHA & CO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA & CO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA & CO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA & CO,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,RICHA GLOBAL EXPORTS PRIVATE LIMITED,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SAMMAN LAL SHER SINGH PAPERS PVT LT,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SARD INDIA PRIVATE L,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,SARD INDIA PRIVATE L,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,SARD INDIA PRIVATE L,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SARD INDIA PRIVATE L,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,BHARTIYA JANTA PARTY,100000.0,2019-04-18
2019-04-18,SARD INDIA PRIVATE L,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SARD INDIA PRIVATE L,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SARITA HANDA EXPORTS PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-18
2019-04-18,SARITA HANDA EXPORTS PVT LTD,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0,2019-04-18
2019-04-18,SARITA HANDA EXPORTS PVT LTD,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0,2019-04-18
2019-04-18,UTKAL ALUMINA INTERNATIONAL LIMITED,NATIONALIST CONGRESS PARTY PARLIAMENT OF,1000000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-18,VM SALGAOCAR CORPORATION PVT LTD,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,2019-04-18
2019-04-20,CH UDAYA SANKAR,BHARTIYA JANTA PARTY,100000.0,2019-04-20
2019-04-20,CH UDAYA SANKAR,BHARTIYA JANTA PARTY,100000.0,2019-04-20
2019-04-20,CV SRINIVASA,BHARTIYA JANTA PARTY,100000.0,2019-04-20
2019-04-20,C MACKERTICH PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,C MACKERTICH PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,C MACKERTICH PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,C MACKERTICH PVT LTD,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,DERIVE TRADING AND RESORTS PRIVATE LIMIT,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,DERIVE TRADING AND RESORTS PRIVATE LIMIT,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,ADIT BUILD WELL PVT LTD,BHARTIYA JANTA PARTY,10000000.0,2019-04-20
2019-04-20,CV SRINIVASA,BHARTIYA JANTA PARTY,100000.0,2019-04-20
2019-04-20,DERIVE TRADING AND RESORTS PRIVATE LIMIT,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,DERIVE TRADING AND RESORTS PRIVATE LIMIT,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
2019-04-20,R SURYA NARAYNARAJU,BHARTIYA JANTA PARTY,100000.0,2019-04-20
2019-04-20,R SURYA NARAYNARAJU,BHARTIYA JANTA PARTY,100000.0,2019-04-20
2019-04-20,DERIVE TRADING AND RESORTS PRIVATE LIMIT,BHARTIYA JANTA PARTY,1000000.0,2019-04-20
